Video ID,Published At,Channel ID,Title,Description,Thumbnail URL,Channel Title,Category ID,View Count,Like Count,Favorite Count,Comment Count
6ieWGoezaQU,2024-04-29T09:20:10Z,UCyuEAZQzRqhcaLZvQd9ZUNA,『ストリートファイター6』豪鬼（Gouki）ゲームプレイトレーラー,"Year 1の追加キャラクターのトリ「豪鬼」が
『スト6』内の「ファイティンググラウンド」　「ワールドツアー」　「バトルハブ」3モードに5月22日に参戦！

強さを追い求めるあまり、魂も肉体も無に帰した、伝説の男。
人生を賭けて磨いた技、「殺意の波動」を以て本作に蘇る。

｢豪鬼｣はDLC｢Year 1 Character Pass / Ultimate Pass｣または、ゲーム本編「デラックスエディション / アルティメットエディション」を所有されている方に向けて解放されます。

https://www.streetfighter.com/6/ja-jp

◢◤◢◤『ストリートファイター6』 好評発売中！◢◤◢◤ 

■ゲーム連動サービス「バックラーズブートキャンプ（BBC）」
https://www.streetfighter.com/6/buckler

■購入はこちら
https://www.streetfighter.com/6/ja-jp/product

#StreetFighter6 #ストリートファイター6 #Capcom #StreetFighter #SF6 #スト6 #豪鬼　#Gouki",https://i.ytimg.com/vi/6ieWGoezaQU/hqdefault.jpg,CapcomChannel,20,659711,14685,0,N/A
-cHRbzqbu1w,2024-04-29T09:00:00Z,UCJFWdjpYDIPe8Pdhmusnlgg,ジップラインして人生変わった女達をご覧ください,"やっほ〜！あやで〜す！！

■スキンケアブランド『ASUNE』
・オンラインストア：https://asune.jp/
・Instagram：https://www.instagram.com/asune_official/
・公式LINE：https://lin.ee/4fltcYI

■アパレルブランド『JUST A NOON』
・zozo：https://zozo.jp/brand/justanoon/
・Instagram：https://instagram.com/justanoon_official
・公式LINE：https://line.me/R/ti/p/%40117ymmjr

中町兄妹⇨ https://www.youtube.com/@NakamachiKyodai

チャンネル登録宜しくね！

中町綾
Instagram : https://www.instagram.com/ayanakamachi/
Twitter : https://twitter.com/aya110n_n
Tiktok :  https://www.tiktok.com/@ayanakamachi

中町綾初書籍！
『私の人生ノリで草。』
＜購入ページ＞
■Amazon（通常版）
https://amzn.to/3yUQhk7
■楽天市場
http://books.rakuten.co.jp/rb/16762134/
■未来屋書店（スペシャル動画QRコードつきオリジナルしおり）
https://www.miraiyashoten.co.jp/news/ayanakamachi/

お仕事の依頼はこちら⇨info.ayanakamachi@gmail.com",https://i.ytimg.com/vi/-cHRbzqbu1w/hqdefault.jpg,中町綾チャンネル,24,1072652,19580,0,440
NpGyB1NtSYg,2024-04-29T21:30:02Z,UCoFLB_Gw_AoxUuuzKjXrc_Q,【日本がパリ五輪出場権獲得！｜日本×イラク｜ハイライト】細谷＆荒木弾でイラクを破り日本が決勝進出！8大会連続のオリンピック出場を決める｜AFC U23アジアカップ カタール 2024 準決勝,"🏆AFC U23アジアカップ カタール2024 準決勝
🆚日本×イラク
⚽
1-0 (28') 細谷 真大
2-0 (42') 荒木 遼太郎

#DAZN #AFCU23アジアカップ #日本代表  #イラク

➡加入はコチラ https://www.dazn.com/ja-JP/welcome
-----------------
【⬛DAZNとは？】
DAZN（ダゾーン）は好きなスポーツをいつでも、どこでもライブ＆見逃し視聴できる動画配信アプリです。

プロ野球やサッカー (Jリーグ＆欧州サッカー)、F1™️、テニス、バスケットボールなどライブスポーツが一番観られるのはDAZN！ 
-----------------

⬛DAZN公式ページ
　https://www.dazn.com/ja-JP

⬛Twitter
　https://twitter.com/dazn_jpn

⬛Instagram
　https://www.instagram.com/dazn_jpn/

⬛TikTok
　https://www.tiktok.com/@dazn_jpn

⬛今週（今日・明日）の配信予定 ｜ DAZN番組表
　https://bit.ly/3jPo8EJ",https://i.ytimg.com/vi/NpGyB1NtSYg/hqdefault.jpg,DAZN Japan,17,1443507,10604,0,1377
iiNCqq1Je5Y,2024-04-29T13:00:07Z,UCbf6IAYfPy8CwHVgcHbxmNw,【7~12巡目】競合に次ぐ競合！これが名捕手たちの選んだ最強チーム！【フルタの方程式ドラフト会議】,"【フルタの方程式ドラフト会議2024 ルール説明】
▼2024年11月に実施予定のプレミア12の決勝戦を戦う日本代表を想定
    ・9イニング／指名打者制／延長タイブレーク(コールドなし) ／球数制限なし

▼指名する選手は野手9名＋投手3名の計12名とする
    ・投手/野手の指名順は問わず

▼指名対象は2024年シーズン開幕時点でNPB所属の日本人選手のみ
    ・MLBほか海外リーグ、国内独立リーグ所属選手は対象外とする
    ・支配下/育成は問わず

▼指名は1巡目〜12巡目まで全て抽選で行う
    ・くじ引きは年齢順で行い、昇順・降順を交互に行う

▼谷繁元信さんのチャンネルはこちら▼
https://www.youtube.com/@UC64uGOYi7v1ClET3GJVlYyA 

▼里崎智也さんのチャンネルはこちら▼
https://www.youtube.com/@UCFCtAX45lgHcf4s0vAgAxww 

00:00 7巡目 代表経験者をめぐり あのふたりが…！
08:11 8巡目 ふたたびの競合発生！勝負を制したのは…
14:14 9巡目 世界一経験者＆新天地で輝くアノ選手が！
19:25 10巡目 古田の指名に一同爆笑 その理由とは？
23:23 11巡目 谷繁が「受けてみたい」あの選手を指名
26:19 里崎「いま、全球団いますよね…？」
27:36 12巡目 4人が指名する最後のピースはこの選手たち

#プロ野球 #ドラフト会議 #侍ジャパン

●X(旧Twitter)
https://twitter.com/furuta_atsuya27

●Instagram
https://instagram.com/atsuyafuruta?igshid=1qp70xr01hq90

●書籍の案内
[フルタの方程式(DVD付)] 
https://amzn.to/2PUFepF

[フルタの方程式　バッターズ・バイブル]
https://amzn.to/3ek6HKK",https://i.ytimg.com/vi/iiNCqq1Je5Y/hqdefault.jpg,フルタの方程式【古田敦也 公式チャンネル】,17,659707,6746,0,646
19y8YTbvri8,2024-04-27T10:00:02Z,UCtmi2O7lp0C_i53hFIExAaA,メズマライザー / 初音ミク・重音テトSV,"1st Full Album『Circus's Detail』収録曲
通販：https://booth.pm/ja/items/5658658
Streaming：まだ

曲中の誤読について→ https://x.com/32ki_may/status/1785200840447508484

■Vocal / 初音ミク・重音テトSV

■Music / サツキ
twitter：https://twitter.com/32ki_May
Instagram：https://www.instagram.com/32ki_may
mail：32ki.nico@gmail.com

■Movie / channel
twitter：https://twitter.com/_CASTSTATION
YouTube：​⁠@channelcaststation 

■Guitar / ヒロモト ヒライシン
twitter：https://twitter.com/Hiromoto_VO 
YouTube：​⁠@Hiromoto_VO 

■niconico / http://nico.ms/sm43708803

■inst・歌詞 / https://www.dropbox.com/scl/fi/icbcripqxet0cr6xxl3kj/Mesmerizer_inst.zip?rlkey=65cpo0lfdvtg614b0dhf55cmf&dl=0

#VOCALOID #初音ミク #重音テト #channelcaststation

歌詞

実際の感情はNo Think!
気付かないフリ...？
絶対的な虚実と心中

そうやって減っていく安置
傷の切り売り
脆く叫ぶ、醜態

そんなあなたにオススメ！
最高級の逃避行
やがて、甘美な罠に
釣られたものから救われる？

もはや正気の沙汰では
やっていけないこの娑婆じゃ
敢えて素知らぬ顔で
身を任せるのが最適解？

言葉で飾った花束も
心を奪えば、本物か？
全てが染まっていくような
事象にご招待

さらば！

こんな時代に誂えた
見て呉れの脆弱性
本当の芝居で騙される
矢鱈と煩い心臓の鼓動

残機は疾うにないなっている；；
擦り減る耐久性
目の前の事象を躱しつつ
生きるので手一杯！

誰か、助けてね(^^♪

「あなた段々眠くなる」
浅はかな催眠術
頭、身体、煙に巻く
まさか、数多誑かす！？
目の前で揺らぐ硬貨
動かなくなる彼方
「これでいいんだ」
自分さえも騙し騙しShut down

「あなた段々眠くなる」
浅はかな催眠術
頭、身体、煙に巻く
まさか、数多誑かす！？
目の前で揺らぐ硬貨
動かなくなる彼方...

(強制解除)

どんなに今日を生き抜いても
報われぬEveryday
もうBotみたいなサイクルで
惰性の瞬間を続けているのだ

運も希望も無いならば
尚更しょうがねえ
無いもんは無いで、諦めて
余物で勝負するのが運命

こんな時代に誂えた
見て呉れの脆弱性
本当の芝居で騙される
矢鱈と煩い心臓の鼓動

賛美はもう意味ないなっている；；
偽のカリスマ性
現実を直視しすぎると
失明しちゃうんだ！

だから、適度にね(^^♪",https://i.ytimg.com/vi/19y8YTbvri8/hqdefault.jpg,サツキ,10,8784128,322544,0,16055
46dquyaoe_c,2024-04-28T15:00:16Z,UCEf_Bc-KVd7onSeifS3py9g,RIIZE 라이즈 'One Kiss' MV,"RIIZE's 1st mini album ""RIIZING"" B-sides are out! 
Listen and download on your favorite platform: https://RIIZE.lnk.to/RIIZING 

🎶 'Impossible' MV https://youtu.be/Ey53EQhkLY8
🎤 '9 Days' MV https://youtu.be/YVwNxYhgCdg

[Tracklist] 
01 Siren
02 Impossible
03 9 Days
04 Honestly
05 One Kiss

RIIZE's 1st mini album ""RIIZING"" will be released in June.

Subscribe to RIIZE Official YouTube Channel!
https://www.youtube.com/@RIIZE_official?sub_confirmation=1

RIIZE official 
https://youtube.com/@RIIZE_official
https://www.riizeofficial.com   
https://www.instagram.com/riize_official
https://twitter.com/riize_official
https://www.facebook.com/RIIZE.official
https://www.tiktok.com/@riize_official
https://weibo.com/riize

#RIIZE #라이즈 #OneKiss
#RIIZE_OneKiss
#RISEandREALIZE 
#RIIZING
RIIZE 라이즈 'One Kiss' MV ℗© 2024 SM Entertainment, under exclusive license to RCA Records and UNIVERSAL MUSIC LLC",https://i.ytimg.com/vi/46dquyaoe_c/hqdefault.jpg,SMTOWN,10,2842206,126439,0,5267
YVwNxYhgCdg,2024-04-28T15:00:43Z,UCEf_Bc-KVd7onSeifS3py9g,RIIZE 라이즈 '9 Days' MV,"RIIZE's 1st mini album ""RIIZING"" B-sides are out! 
Listen and download on your favorite platform: https://RIIZE.lnk.to/RIIZING 

🎶 'Impossible' MV https://youtu.be/Ey53EQhkLY8
🧡 'One Kiss' MV https://youtu.be/46dquyaoe_c

[Tracklist] 
01 Siren
02 Impossible
03 9 Days
04 Honestly
05 One Kiss

RIIZE's 1st mini album ""RIIZING"" will be released in June.

Subscribe to RIIZE Official YouTube Channel!
https://www.youtube.com/@RIIZE_official?sub_confirmation=1

RIIZE official 
https://youtube.com/@RIIZE_official
https://www.riizeofficial.com   
https://www.instagram.com/riize_official
https://twitter.com/riize_official
https://www.facebook.com/RIIZE.official
https://www.tiktok.com/@riize_official
https://weibo.com/riize

#RIIZE #라이즈 #9Days
#RIIZE_9Days
#RISEandREALIZE 
#RIIZING
RIIZE 라이즈 '9 Days' MV ℗© 2024 SM Entertainment, under exclusive license to RCA Records and UNIVERSAL MUSIC LLC",https://i.ytimg.com/vi/YVwNxYhgCdg/hqdefault.jpg,SMTOWN,10,1272764,108824,0,4475
xfFRTOIwIR8,2024-04-28T12:00:54Z,UCeiQATnaLCYer1WVydXFTVg,退院サプライズで妻のゆんちゃんにプレゼント渡したら号泣してくれた,"@yunnn.s2 

☆Fischer’s
https://www.youtube.com/c/MASAIandHamzael

☆Fischer's-セカンダリ-
https://www.youtube.com/channel/UCs4KWxdP-lRc-dgLXE5i8Wg

チャンネル登録よろしくね！

☆Ｔシャツ、パーカーなどのフィッシャーズグッズ！
■http://bit.ly/2pdgURz

ーシルクロード@RytoSle2（リーダー）
■https://twitter.com/RytoSle2


【音源・効果音使用元】様
―DOVA-SYNDROME
■http://dova-s.jp/
―効果音ラボ
■http://soundeffect-lab.info/
―甘茶の音楽工房
■http://amachamusic.chagasi.com/
―魔王魂
■http://maoudamashii.jokersounds.com/
―Epidemic Sound
■ http://www.epidemicsound.com

【一部の動画・静止画素材提供元】 
PIXTA

※動画によって使用していない場合がございます。

【お問い合わせ先について】
※1 業界の皆様・ご依頼の方々・その他ご相談がある方は、UUUMウェブサイトにある「サービス」からお願い致します。
※2 YouTubeメッセージ機能は、フィッシャーズでは利用していません。ご理解いただけると幸いです。

【サービスに関するお問い合わせ（UUUM）】
http://www.uuum.co.jp/

#シルクロード #フィッシャーズ #ロードシルク",https://i.ytimg.com/vi/xfFRTOIwIR8/hqdefault.jpg,ロードシルク,22,638013,17941,0,456
lFU8p6pCmFg,2024-04-27T13:00:44Z,UCE-lBtQTa3A8gYgbl8xRMig,【木村さ〜〜ん！】神業職人がにぎる『世界一のアッツアツおにぎり』に木村拓哉悶絶！？,"最近おにぎり屋さんが増えた気がします
しかもお店によっては大行列ができてたり・・・

今回はみんな大好き
「おにぎり」を取り上げます❗

来てくれたのは
おにぎり職人の「おにぎり太郎」さん✨
世界一のアッツアツおにぎりを
木村さんに食べてもらいました😋

おにぎり職人の神技 とくとご覧あれ🍙


by番組ディレクター


【配信スケジュール】

■月曜日と水曜日２２時〜　過去回（約５年間続いた番組のアーカイブ配信）

■土曜日２２時〜　新作です！お楽しみに🔥



#木村さーーん #木村拓哉 #おにぎり太郎 #おにぎり #世界一 #キムタク


木村拓哉 Instagram
https://www.instagram.com/takuya.kimura_tak/

FAMILY CLUB Official Site
https://www.johnnys-net.jp/page?id=artistTop&artist=35

レーベル公式サイト
https://takuya-kimura.jp

木村拓哉 Flow
https://www.tfm.co.jp/flow/

木村拓哉 Weibo
https://weibo.com/u/6883966016",https://i.ytimg.com/vi/lFU8p6pCmFg/hqdefault.jpg,木村拓哉,24,1994238,28794,0,1582
LnOdIvyEAA8,2024-04-27T10:00:18Z,UCz6A-bktEcKGLil_do4Vqzw,ボディが効かないと噂の空手家とボディブロー対決,"▼チャンネル登録はこちら
https://www.youtube.com/channel/UCz6A-bktEcKGLil_do4Vqzw?sub_confirmation=1

▼魔裟斗オフィシャルHP
https://www.k-masato.com/

▼Instagram
https://www.instagram.com/masato.official/?hl=ja

▼問い合わせ
masato-channel@every.tv

#魔裟斗​​",https://i.ytimg.com/vi/LnOdIvyEAA8/hqdefault.jpg,魔裟斗チャンネル,17,2036423,14383,0,738
BTXrdnGF3bk,2024-04-27T11:00:07Z,UC3TCIVs1OBZt2KyG8o0CM6Q,【公開記念】学校を作って鬼ごっこしてみたwww【マインクラフト】,"メインチャンネルではリアルマイクラ鬼ごっこ！！
https://www.youtube.com/watch?v=5K-5WwAgf3U

フィッシャーズゲームズへようこそ！！
まずは１発目、学校で鬼ごっこしました！！！

☆おすすめ動画はこちら！
①新種のクリーパーが大量に出てくるワールドが怖すぎる【マインクラフト】
https://youtu.be/JxEosbcJua8

②リアルマイクラ鬼ごっこを学校貸し切ってやってみた！！
https://www.youtube.com/watch?v=5K-5WwAgf3U

☆チャンネル登録よろしくね！
■https://qr.paps.jp/iKZnl

☆メインはこっち！「Fischer's-フィッシャーズ-」
■https://www.youtube.com/@Fischers

☆サブチャンネルは「Fischer's-セカンダリ-」
■https://www.youtube.com/@Fischers2

☆「Fischer's-ゲームズ-」はこちら！！
◼︎https://www.youtube.com/@FischersGames

☆Ｔシャツ、パーカーなどのフィッシャーズグッズ！
■https://onl.la/kN5M6Bq

☆LINEスタンプもあるよ！
■https://onl.la/CHvpzxt

☆フィッシャーズオリジナルブランド「Dotene（ドテネ）」
■https://dotene.jp/

☆ンダホ監修ブランド「ふざけファクトリー」
■https://onl.la/8TXfgb9

☆UUUMによるフィッシャーズトピックス
■https://onl.la/fbiF5B3

☆フィッシャーズメンバーのTwitterはこちら！
ーシルクロード@RytoSle2（リーダー）
■https://twitter.com/RytoSle2
ーマサイ@MASAI_Fischers
■https://twitter.com/MASAI_Fischers
ーンダホ@ndahoFischers
■https://twitter.com/ndahoFischers
ーモトキ@Fs_hasninelives
■https://twitter.com/Fs_hasninelives
ーザカオ@fischerszakao
■https://twitter.com/fischerszakao
ーダーマ@M2DAMA
■https://twitter.com/M2DAMA

【公式アカウント】
ーTwitter（動画公開時の通知＋告知など）
■https://twitter.com/FischersHome
ーFacebook（動画公開時の通知）
■https://www.facebook.com/FischersHome
ーInstagram（オフショット）
■https://www.instagram.com/fischershome
ーウェブサイト・メンバー紹介
■http://fischers.web.fc2.com/

【Fischer's-フィッシャーズ-】
野外で遊んだり室内で遊んだり。海外へ冒険したり。時には恐ろしい場所へ…😱
中学3年の頃に「思い出」を動画にした事から始まった、同級生6人組による思い出系ネットパフォーマーです。YouTubeなどで活動中！決まり文句は「アデュー‼️」ファンの呼称は「ウオタミ」2010年02月25日結成😆

【音源・効果音使用元】様
―DOVA-SYNDROME
■http://dova-s.jp/
―効果音ラボ
■http://soundeffect-lab.info/
―甘茶の音楽工房
■http://amachamusic.chagasi.com/
―魔王魂
■http://maoudamashii.jokersounds.com/
―Epidemic Sound
■ http://www.epidemicsound.com

【一部の動画・静止画素材提供元】 
PIXTA

※動画によって使用していない場合がございます。

【お問い合わせ先について】
業界の皆様・ご依頼の方々・その他ご相談がある方は、UUUMウェブサイトにある「サービス」からお願い致します。

【サービスに関するお問い合わせ（UUUM）】
http://www.uuum.co.jp/

#Fischers #フィッシャーズ #Minecraft",https://i.ytimg.com/vi/BTXrdnGF3bk/hqdefault.jpg,Fischer's-ゲームズ-,20,988724,23975,0,1181
ft70sAYrFyY,2024-04-26T15:00:01Z,UC3IZKseVpdzPSBaWxBxundA,NewJeans (뉴진스) 'Bubble Gum' Official MV,"NewJeans (뉴진스) 'Bubble Gum' Official MV

Producer: MIN HEE JIN
Music Video Director: Youngeum Lee

© 2024 ADOR. All Rights Reserved.

Connect with NewJeans
PHONING https://phoning.onelink.me/KG15/n7452q87
OFFICIAL YOUTUBE https://www.youtube.com/c/NewJeans_official
OFFICIAL WEBSITE https://newjeans.kr
OFFICIAL INSTAGRAM https://www.instagram.com/newjeans_official
OFFICIAL TWITTER https://twitter.com/NewJeans_ADOR
OFFICIAL TIKTOK https://www.tiktok.com/@newjeans_official
OFFICIAL WEVERSE https://weverse.io/newjeansofficial
OFFICIAL FACEBOOK https://www.facebook.com/official.newjeans
OFFICIAL JAPAN TWITTER https://twitter.com/@NewJeans_jp
OFFICIAL WEIBO  https://weibo.com/NewJeansADOR
OFFICIAL BILIBILI https://space.bilibili.com/3493092783032940

#NewJeans #뉴진스 
#NewJeans_BubbleGum #NewJeans_HowSweet
#NewJeans_is_Everywhere
#ADOR #어도어",https://i.ytimg.com/vi/ft70sAYrFyY/hqdefault.jpg,HYBE LABELS,10,28931202,1308591,0,95912
ZuyXuamzqLI,2024-04-27T09:00:31Z,UCCp9Q2JCLjOenDa63FJi_Ag,陣内智則【コント カラオケ最新版】,"コント「カラオケ」を2024年バージョンにブラッシュアップしました！
1人でカラオケにやってきた陣内に様々なトラブルが巻き起こる。

YouTubeのために全てオリジナル音源を作成。
さらに新しいボケも加わりリニューアル！
カラオケ2024バージョン、ぜひお楽しみください。
#カラオケ #陣内智則 #ネタジン

◼️楽曲制作「高島ユータ」
https://yt1838.wixsite.com/takashima-yuta

YouTubeチャンネル【陣内智則のネタジン 】
毎週水曜日は時間未定で配信！
毎週土曜日は１８時ネタ動画配信！！

◼️陣内智則Twitter
https://twitter.com/jinnai_tomonori?lang=ja",https://i.ytimg.com/vi/ZuyXuamzqLI/hqdefault.jpg,陣内智則のネタジン,24,557627,10346,0,571
9xbT8OZcDJQ,2024-04-26T10:00:07Z,UC10BM9XdLdrvB8japwmRUvA,【GUMI】Dec.【Kanaria】,"Kanariaです。

Music / Kanaria
・twitter　 https://twitter.com/Kanaria390

Illustration / LAM
・twitter　 https://twitter.com/ramdayo1122

offvocal　https://drive.google.com/drive/folders/1cHmv541LPvf9tczvXOCPAPQS1R3xRNm5?usp=drive_link

#kanaria #Dec",https://i.ytimg.com/vi/9xbT8OZcDJQ/hqdefault.jpg,Kanaria,10,3241145,111627,0,3490
KqEQFTa_7QM,2024-04-26T09:59:55Z,UCVLN35Ab6UoeKYiIZupgrIw,Nissy × SKY-HI / 「Stormy」Music Video 「劇場版ブルーロック -EPISODE 凪- 」主題歌,"New Single｜Nissy × SKY-HI「Stormy」
「劇場版ブルーロック EPISODE 凪 」主題歌

各ストリーミング配信中‼
Available on music streaming services.
https://lamr4031d.lnk.to/NissyxSH_Stormy


Stormy
---------------------------------------------------------------------------------------     
La La La La La La La La La  La La
La La La La La La La La La  La La

冷め切った眼の　　
中にエゴや理想を
映した君と
一緒に見ていたい...けど

想像の範囲内で見れる夢
地位、大金、名声 それが何？うるせぇ
世界のてっぺんから見る風景
対価ならこの才能 I bet, You bet

So 「努力」って楽しいのかい?
小さい目標は必要ない
勝てばそれが正解

Oh Yah Yah Yah
王冠を奪え ただ一つだけ
Oh Yah Yah Yah
お構いはしないぜ ほらここから去れ
Oh Yah Yah Yah
青く染まる 混沌を増す 要塞と踊れ
Jealousy, energy, benefit, ability
Such a crazy game
Oh Yah Yah Yah

ルールする世界 頭が高いぞ控えろ
手持ちの飛車、角 蹴散らすピエロ
何掛けてもゼロはゼロ 諦めろ
手も足も出ないだろ 俺らのエゴ

ご褒美はなんですか?
次の絶望者は誰ですか?
Theory通りにはいかない
この気持ちは僕のですか?

そう「悔しさ」を手に入れて
その感情ごと燃やせ 
僕らごと飲み込んでいく

Oh Yah Yah Yah
王冠を奪え  ただ一つだけ
Oh Yah Yah Yah
お構いはしないぜ  ほらここから去れ
Oh Yah Yah Yah
青く染まる  混沌を増す  要塞のせいで
Jealousy, energy, benefit, ability
Such a crazy game
Oh Yah Yah Yah

La La La La La La La La La  La La
La La La La La La La La La  La La
Oh Yah Yah Yah
La La La La La La La La La  La La
La La La La La La La La La  La La
Oh Yah Yah Yah

めんどくさい僕に 触れてくれて 目覚めたんだ
目が覚めてどこに行こうと
知ったことじゃないぜ お好きにどうぞ
君のいない 未来へ行く
僕のワガママを許して
嘘と裏切り 好きにすれば良い
送り出せないけど引き止めない
答えが欲しい　
否、カタチが欲しい
先走る希望
失う残酷さを知る
この傷がいつか瘡蓋になる頃
僕ら迷路の中また巡り合う

Oh Yah Yah Yah
王冠を奪え  ただ一つだけ
Oh Yah Yah Yah
お構いはしないぜ  ほらここから去れ
Oh Yah Yah Yah
青く染まる  混沌を増す  要塞と踊れ
Jealousy, energy, benefit, ability
Such a crazy game
Oh Yah Yah Yah

La La La La La La La La La  La La
La La La La La La La La La  La La

Oh Yah Yah Yah

La La La La La La La La La  La La
La La La La La La La La La  La La

Oh Yah Yah Yah
         
---------------------------------------------------------------------------------------
 ＜Music＞
Lyrics : Takahiro Nishijima, SKY-HI
Music : Ryosuke “Dr.R” Sakai, Daisuke Nakamura, Takahiro Nishijima, SKY-HI 
Produced by SKY-HI, Ryosuke “Dr.R” Sakai, Takahiro Nishijima
Recording Engineer : Ryosuke “Dr.R” Sakai, Hideaki Jinbu (prime sound studio form) 
Recording Studio : STUDIO726 TOKYO, prime sound studio form
Mixing Engineer : Ryosuke “Dr.R” Sakai
Mixing Studio : STUDIO726 TOKYO
Mastering Engineer : Mike Bozzi (Bernie Grundman Mastering, Hollywood CA)
SKY-HI by the courtesy of B-ME/Avex Music Creative Inc.
 
 
＜Music Video＞
 
Cast : NeneChiki, bouillabaisse, Konochan, ASUKA NARA, PSYCHO SAUCE, maco, Yuya Mitsuhashi, Daichi Hirose, RIE, ASUKA, YOSUKE, Ayaka Isexy, NAWOTO, Jester, GAKU, shiuko, RYO GrindChaos, E-ICHI, Yuzuki, HIDENORI, JURI, JUNA, WUMA1, MIA Scandals, Takahiro Isaki, Yukie Yamaguchi, Rie Ishida, Yasuto Oishi, Baku Ichihashi, Genki Nakata
Dog Model : Nina (ANIMALPRO)
 
Director : Daiki Kamoshita
 
Director of Photography : Michito Hokari (hoth inc.)
Steadicam Operator : Genki Hidaka (hoth inc.)
Key Grip : Kou Kumazawa (finefilms)
Lighting Director : Tatsuniwa Doi
Production Designer : Naoyuki Hashimoto (Magenta walL design)
 
Hair & Make-up for Nissy : Maki Sato, Tomoyuki Onishi (GROUNDCOVER)
Stylist for Nissy : Masato Hishinuma (Deep-End)
Trainer : Yuki Kitahara (Major Trainers,Inc.)
Hair & Make-up for SKY-HI : Megumi Shiizu
Stylist for SKY-HI : Yuji Yasumoto
Costume Stylist for Nissy & SKY-HI : Yuji Makino
Stylist for Cast : Yuji Makino
Hair & Make-up for Cast : Hiroyuki Ohmori (VANITES)
 
Casting : OIP, SKALY
Transport : Grace
 
CG & VFX Director : mino (NANON CREATIVE）
CG & VFX Editer : LYO (NANON CREATIVE)
CG Producer : Keita Sugai (Cyran)
CG & VFX Production : NANON CREATIVE
 
On-line Editor : Azusa Katsumata (garakuta)
Mixer : Itsuki Tanitsu (IMAGICA Lab.)
Colorist : Sota Ito (garakuta)
Title Design : Rak
 
Producer : Mao Suzuki (P.I.C.S.)
Production Manager : Koichi Iwamoto (P.I.C.S.)
 
Production：P.I.C.S.

--------------------------------------------------------------------------------------- 

▼Nissy
HP：https://nissy.jp/
Nissy Official Information：https://bio.to/NissyEntertainment

▼SKY-HI
HP：https://skyhi.tokyo/
Subscription：https://avex.lnk.to/SKY-HI_music
 
#Nissy
#SKYHI
#NissyxSKYHI
#stormy 
#ブルーロック
#エピ凪",https://i.ytimg.com/vi/KqEQFTa_7QM/hqdefault.jpg,Nissy Channel,24,8678594,283700,0,2392
mY-19u4miI4,2024-04-27T09:00:36Z,UCMFkwHT8vezg-06EAgL1QNA,【初】なにわ男子 高橋恭平と初対面デート！桜の見えるオープンカーで初心LOVEも歌っちゃいました。,"▷亀梨和也 Instagram　
https://www.instagram.com/k_kamenashi_23

▷Inside 23 ホームページ
https://inside23.com/
 
▷STARTO ENTERTAINMENT 公式サイト
https://starto.jp/kattun/
 
▷レーベル公式サイト
https://www.storm-labels.co.jp/s/js/artist/J0006
 
▷レーベル公式X
https://twitter.com/kattun_0322
 
▷レーベル公式TikTok
https://www.tiktok.com/@kattun_0322",https://i.ytimg.com/vi/mY-19u4miI4/hqdefault.jpg,亀梨和也,24,616540,26091,0,1263
lWfV6asgcu4,2024-04-27T03:00:32Z,UCxeZLB3HewgPaAEJBxy9tRQ,FM802 × 三井ショッピングパーク ららぽーと ACCESS! キャンペーンソング『はなむけ』／Radio Happy Willows,"FM802 × 三井ショッピングパーク ららぽーと ACCESS! キャンペーンソング

アーティスト名：Radio Happy Willows
タイトル名： 『はなむけ』
キャンペーンサイトはこちら＞＞　https://funky802.com/access/
配信リンク＞＞　https://lnk.to/Hanamuke

作詞・作曲：柳沢亮太（SUPER BEAVER）
アレンジ：トオミヨウ
Produced by FM802

＜Singer＞
アイナ・ジ・エンド / 大橋卓弥（スキマスイッチ） / 岡野昭仁（ポルノグラフィティ） / 片岡健太（sumika） / サイトウタクヤ（w.o.d.） / TERU（GLAY） /TOMOO / ヤマサキセイヤ（キュウソネコカミ）

＜Musician＞
Arrange & Keyboards トオミヨウ / Drums 玉田豊夢 / Bass 安達貴史 / Guitar 石成正人・柳沢亮太（SUPER BEAVER） / Strings 真部 裕
Chorus 柳沢亮太（SUPER BEAVER）

＜MUSIC VIDEO CREW＞
Starring : Sayu Suzukawa
Director / Cinematographer : Takumi Saitoh(THINGS.)
Graphic Designer : NUL(THINGS.)

Hair & Make-up(Cast) : Michie Sugiyama

Stylist(Cast) : Aya Shibasaki
Stylist Assistant(Cast) : Juri Saito

Production Manager : Ko Sato(THINGS.)
Producer : Satoshi Imamura(THINGS.)
Production : THINGS.

========================================­­­­­­­­­­­­====
FM802 HP http://funky802.com/​
公式facebook https://www.facebook.com/funky802​
公式Twitter  https://twitter.com/fm802_pr/​
公式Instagram https://www.instagram.com/fm802_pr/​
ぜひチェックしてくださいね♪♪",https://i.ytimg.com/vi/lWfV6asgcu4/hqdefault.jpg,FM802,10,442429,16112,0,874
